fips,fmr_0,fmr_1,fmr_2,fmr_3,fmr_4,state,hud_area_code,hud_area_name,countyname,pop,state_alpha,metro
1817799999,483,555,732,930,1039,18,NCNTY18177N18177,"Wayne County, IN",Wayne County,66970,IN,0
1817999999,526,632,784,1003,1108,18,METRO23060M23060,"Fort Wayne, IN MSA",Wells County,27830,IN,1
1818199999,526,571,752,1016,1020,18,NCNTY18181N18181,"White County, IN",White County,24280,IN,0
1818399999,526,632,784,1003,1108,18,METRO23060M23060,"Fort Wayne, IN MSA",Whitley County,33480,IN,1
1900199999,519,543,715,1023,1035,19,NCNTY19001N19001,"Adair County, IA",Adair County,7190,IA,0
1900399999,531,555,731,909,1035,19,NCNTY19003N19003,"Adams County, IA",Adams County,3785,IA,0
1900599999,519,543,715,938,1034,19,NCNTY19005N19005,"Allamakee County, IA",Allamakee County,13940,IA,0
1900799999,519,543,715,924,980,19,NCNTY19007N19007,"Appanoose County, IA",Appanoose County,12545,IA,0
1900999999,519,543,715,889,970,19,NCNTY19009N19009,"Audubon County, IA",Audubon County,5710,IA,0
1901199999,472,545,715,935,1072,19,METRO16300N19011,"Benton County, IA HUD Metro FMR Area",Benton County,25645,IA,1
1901399999,592,670,839,1111,1413,19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",Black Hawk County,132960,IA,1
1901599999,572,626,788,1037,1226,19,NCNTY19015N19015,"Boone County, IA",Boone County,26380,IA,0
1901799999,540,578,762,948,1033,19,METRO47940N19017,"Bremer County, IA HUD Metro FMR Area",Bremer County,24740,IA,1
1901999999,510,585,741,968,1005,19,NCNTY19019N19019,"Buchanan County, IA",Buchanan County,21100,IA,0
1902199999,472,561,715,965,1020,19,NCNTY19021N19021,"Buena Vista County, IA",Buena Vista County,20370,IA,0
1902399999,519,548,715,967,970,19,NCNTY19023N19023,"Butler County, IA",Butler County,14820,IA,0
1902599999,519,627,715,889,1046,19,NCNTY19025N19025,"Calhoun County, IA",Calhoun County,9815,IA,0
1902799999,519,543,715,966,970,19,NCNTY19027N19027,"Carroll County, IA",Carroll County,20430,IA,0
1902999999,519,625,715,922,973,19,NCNTY19029N19029,"Cass County, IA",Cass County,13325,IA,0
1903199999,575,601,792,996,1074,19,NCNTY19031N19031,"Cedar County, IA",Cedar County,18370,IA,0
1903399999,511,588,775,1004,1210,19,NCNTY19033N19033,"Cerro Gordo County, IA",Cerro Gordo County,43135,IA,0
1903599999,519,574,715,1023,1147,19,NCNTY19035N19035,"Cherokee County, IA",Cherokee County,11575,IA,0
1903799999,519,596,715,1023,1167,19,NCNTY19037N19037,"Chickasaw County, IA",Chickasaw County,12140,IA,0
1903999999,569,595,784,997,1075,19,NCNTY19039N19039,"Clarke County, IA",Clarke County,9265,IA,0
1904199999,524,548,722,1016,1209,19,NCNTY19041N19041,"Clay County, IA",Clay County,16385,IA,0
1904399999,473,544,717,892,972,19,NCNTY19043N19043,"Clayton County, IA",Clayton County,17710,IA,0
1904599999,528,590,768,958,1041,19,NCNTY19045N19045,"Clinton County, IA",Clinton County,47585,IA,0
1904799999,519,562,715,889,970,19,NCNTY19047N19047,"Crawford County, IA",Crawford County,17130,IA,0
1904999999,608,738,902,1232,1313,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",Dallas County,80865,IA,1
1905199999,519,606,715,934,972,19,NCNTY19051N19051,"Davis County, IA",Davis County,8835,IA,0
1905399999,530,543,715,910,1218,19,NCNTY19053N19053,"Decatur County, IA",Decatur County,8105,IA,0
1905599999,519,543,715,1023,1156,19,NCNTY19055N19055,"Delaware County, IA",Delaware County,17325,IA,0
1905799999,567,653,860,1085,1361,19,NCNTY19057N19057,"Des Moines County, IA",Des Moines County,39875,IA,0
1905999999,576,602,794,1034,1077,19,NCNTY19059N19059,"Dickinson County, IA",Dickinson County,17000,IA,0
1906199999,532,612,806,1065,1376,19,METRO20220M20220,"Dubuque, IA MSA",Dubuque County,96570,IA,1
1906399999,519,543,715,976,980,19,NCNTY19063N19063,"Emmet County, IA",Emmet County,9660,IA,0
1906599999,472,543,715,889,970,19,NCNTY19065N19065,"Fayette County, IA",Fayette County,20140,IA,0
1906799999,519,564,715,1008,1068,19,NCNTY19067N19067,"Floyd County, IA",Floyd County,15905,IA,0
1906999999,519,543,715,966,970,19,NCNTY19069N19069,"Franklin County, IA",Franklin County,10325,IA,0
1907199999,519,543,715,925,1014,19,NCNTY19071N19071,"Fremont County, IA",Fremont County,6985,IA,0
1907399999,519,543,715,969,1028,19,NCNTY19073N19073,"Greene County, IA",Greene County,9045,IA,0
1907599999,592,670,839,1111,1413,19,METRO47940M47940,"Waterloo-Cedar Falls, IA HUD Metro FMR Area",Grundy County,12355,IA,1
1907799999,608,738,902,1232,1313,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",Guthrie County,10665,IA,1
1907999999,547,578,754,938,1121,19,NCNTY19079N19079,"Hamilton County, IA",Hamilton County,15200,IA,0
1908199999,519,571,715,948,1231,19,NCNTY19081N19081,"Hancock County, IA",Hancock County,10970,IA,0
1908399999,519,543,715,984,1003,19,NCNTY19083N19083,"Hardin County, IA",Hardin County,17240,IA,0
1908599999,695,798,987,1325,1478,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Harrison County,14195,IA,1
1908799999,550,630,758,1024,1028,19,NCNTY19087N19087,"Henry County, IA",Henry County,19865,IA,0
1908999999,519,627,715,970,1011,19,NCNTY19089N19089,"Howard County, IA",Howard County,9320,IA,0
1909199999,519,543,715,1023,1043,19,NCNTY19091N19091,"Humboldt County, IA",Humboldt County,9585,IA,0
1909399999,519,543,715,929,1047,19,NCNTY19093N19093,"Ida County, IA",Ida County,6965,IA,0
1909599999,519,566,715,1023,1238,19,NCNTY19095N19095,"Iowa County, IA",Iowa County,16230,IA,0
1909799999,519,564,715,1023,1123,19,NCNTY19097N19097,"Jackson County, IA",Jackson County,19410,IA,0
1909999999,558,583,768,1048,1206,19,NCNTY19099N19099,"Jasper County, IA",Jasper County,36790,IA,0
1910199999,546,571,752,1025,1302,19,NCNTY19101N19101,"Jefferson County, IA",Jefferson County,17945,IA,0
1910399999,735,803,1036,1483,1794,19,METRO26980MM3500,"Iowa City, IA HUD Metro FMR Area",Johnson County,144425,IA,1
1910599999,472,543,715,966,970,19,METRO16300N19105,"Jones County, IA HUD Metro FMR Area",Jones County,20470,IA,1
1910799999,519,562,715,914,1053,19,NCNTY19107N19107,"Keokuk County, IA",Keokuk County,10225,IA,0
1910999999,539,543,715,914,970,19,NCNTY19109N19109,"Kossuth County, IA",Kossuth County,15165,IA,0
1911199999,474,564,718,957,1149,19,NCNTY19111N19111,"Lee County, IA",Lee County,34785,IA,0
1911399999,524,602,794,1134,1272,19,METRO16300M16300,"Cedar Rapids, IA HUD Metro FMR Area",Linn County,220010,IA,1
1911599999,475,554,720,920,976,19,NCNTY19115N19115,"Louisa County, IA",Louisa County,11240,IA,0
1911799999,608,635,837,1041,1135,19,NCNTY19117N19117,"Lucas County, IA",Lucas County,8600,IA,0
1911999999,519,543,715,891,1106,19,NCNTY19119N19119,"Lyon County, IA",Lyon County,11745,IA,0
1912199999,608,738,902,1232,1313,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",Madison County,15720,IA,1
1912399999,558,561,717,894,1002,19,NCNTY19123N19123,"Mahaska County, IA",Mahaska County,22300,IA,0
1912599999,531,627,805,1001,1117,19,NCNTY19125N19125,"Marion County, IA",Marion County,33125,IA,0
1912799999,535,610,776,993,1052,19,NCNTY19127N19127,"Marshall County, IA",Marshall County,40475,IA,0
1912999999,695,798,987,1325,1478,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Mills County,14935,IA,1
1913199999,519,543,715,889,970,19,NCNTY19131N19131,"Mitchell County, IA",Mitchell County,10665,IA,0
1913399999,539,543,715,921,1077,19,NCNTY19133N19133,"Monona County, IA",Monona County,8865,IA,0
1913599999,545,570,751,934,1029,19,NCNTY19135N19135,"Monroe County, IA",Monroe County,7910,IA,0
1913799999,519,543,715,897,970,19,NCNTY19137N19137,"Montgomery County, IA",Montgomery County,10240,IA,0
1913999999,602,692,912,1146,1388,19,NCNTY19139N19139,"Muscatine County, IA",Muscatine County,42925,IA,0
1914199999,519,543,715,966,970,19,NCNTY19141N19141,"O'Brien County, IA",O'Brien County,13945,IA,0
1914399999,519,543,715,889,970,19,NCNTY19143N19143,"Osceola County, IA",Osceola County,6150,IA,0
1914599999,519,543,715,938,1197,19,NCNTY19145N19145,"Page County, IA",Page County,15395,IA,0
1914799999,519,543,715,889,1078,19,NCNTY19147N19147,"Palo Alto County, IA",Palo Alto County,9110,IA,0
1914999999,472,592,715,1023,1053,19,METRO43580N19149,"Plymouth County, IA HUD Metro FMR Area",Plymouth County,25025,IA,1
1915199999,519,543,715,889,970,19,NCNTY19151N19151,"Pocahontas County, IA",Pocahontas County,6970,IA,0
1915399999,608,738,902,1232,1313,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",Polk County,467235,IA,1
1915599999,695,798,987,1325,1478,19,METRO36540M36540,"Omaha-Council Bluffs, NE-IA HUD Metro FMR Area",Pottawattamie County,93285,IA,1
1915799999,555,589,765,1024,1078,19,NCNTY19157N19157,"Poweshiek County, IA",Poweshiek County,18430,IA,0
1915999999,519,543,715,1018,1021,19,NCNTY19159N19159,"Ringgold County, IA",Ringgold County,4985,IA,0
1916199999,519,551,715,1012,1067,19,NCNTY19161N19161,"Sac County, IA",Sac County,9935,IA,0
1916399999,517,626,784,1047,1183,19,METRO19340M19340,"Davenport-Moline-Rock Island, IA-IL MSA",Scott County,171495,IA,1
1916599999,519,543,715,1001,1100,19,NCNTY19165N19165,"Shelby County, IA",Shelby County,11770,IA,0
1916799999,519,550,715,966,970,19,NCNTY19167N19167,"Sioux County, IA",Sioux County,34690,IA,0
1916999999,749,752,903,1282,1481,19,METRO11180M11180,"Ames, IA MSA",Story County,95890,IA,1
1917199999,483,550,725,902,1106,19,NCNTY19171N19171,"Tama County, IA",Tama County,17235,IA,0
1917399999,472,543,715,889,1021,19,NCNTY19173N19173,"Taylor County, IA",Taylor County,6215,IA,0
1917599999,606,610,715,1017,1021,19,NCNTY19175N19175,"Union County, IA",Union County,12495,IA,0
1917799999,519,627,715,976,980,19,NCNTY19177N19177,"Van Buren County, IA",Van Buren County,7310,IA,0
1917999999,563,576,759,967,1134,19,NCNTY19179N19179,"Wapello County, IA",Wapello County,35320,IA,0
1918199999,608,738,902,1232,1313,19,METRO19780M19780,"Des Moines-West Des Moines, IA MSA",Warren County,48630,IA,1
1918399999,584,621,819,1019,1171,19,METRO26980N19183,"Washington County, IA HUD Metro FMR Area",Washington County,22095,IA,1
1918599999,519,543,715,889,970,19,NCNTY19185N19185,"Wayne County, IA",Wayne County,6405,IA,0
1918799999,539,543,715,983,986,19,NCNTY19187N19187,"Webster County, IA",Webster County,36945,IA,0
1918999999,519,543,715,944,975,19,NCNTY19189N19189,"Winnebago County, IA",Winnebago County,10545,IA,0
1919199999,519,543,715,966,970,19,NCNTY19191N19191,"Winneshiek County, IA",Winneshiek County,20575,IA,0
1919399999,549,631,832,1035,1128,19,METRO43580M43580,"Sioux City, IA-NE-SD HUD Metro FMR Area",Woodbury County,102395,IA,1
1919599999,519,604,715,1019,1221,19,NCNTY19195N19195,"Worth County, IA",Worth County,7500,IA,0
1919799999,519,543,715,889,970,19,NCNTY19197N19197,"Wright County, IA",Wright County,12865,IA,0
2000199999,541,545,718,893,992,20,NCNTY20001N20001,"Allen County, KS",Allen County,12750,KS,0
2000399999,543,545,718,896,1199,20,NCNTY20003N20003,"Anderson County, KS",Anderson County,7840,KS,0
2000599999,543,545,718,893,1024,20,NCNTY20005N20005,"Atchison County, KS",Atchison County,16465,KS,0
2000799999,543,545,718,906,974,20,NCNTY20007N20007,"Barber County, KS",Barber County,4905,KS,0
2000999999,541,545,718,941,1017,20,NCNTY20009N20009,"Barton County, KS",Barton County,27065,KS,0
2001199999,541,545,718,951,974,20,NCNTY20011N20011,"Bourbon County, KS",Bourbon County,14755,KS,0
2001399999,543,545,718,928,1031,20,NCNTY20013N20013,"Brown County, KS",Brown County,9735,KS,0
2001599999,563,658,854,1153,1412,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",Butler County,66260,KS,1
2001799999,543,545,718,893,1042,20,NCNTY20017N20017,"Chase County, KS",Chase County,2665,KS,0
2001999999,543,545,718,931,1042,20,NCNTY20019N20019,"Chautauqua County, KS",Chautauqua County,3425,KS,0
2002199999,547,549,724,901,982,20,NCNTY20021N20021,"Cherokee County, KS",Cherokee County,20500,KS,0
2002399999,543,630,718,1028,1121,20,NCNTY20023N20023,"Cheyenne County, KS",Cheyenne County,2675,KS,0
2002599999,620,622,820,1065,1112,20,NCNTY20025N20025,"Clark County, KS",Clark County,2090,KS,0
2002799999,565,569,750,1012,1134,20,NCNTY20027N20027,"Clay County, KS",Clay County,8205,KS,0
2002999999,543,545,718,921,1009,20,NCNTY20029N20029,"Cloud County, KS",Cloud County,9190,KS,0
2003199999,543,561,718,955,1138,20,NCNTY20031N20031,"Coffey County, KS",Coffey County,8330,KS,0
2003399999,543,545,718,933,1042,20,NCNTY20033N20033,"Comanche County, KS",Comanche County,1740,KS,0
2003599999,544,546,720,953,1012,20,NCNTY20035N20035,"Cowley County, KS",Cowley County,35730,KS,0
2003799999,558,562,740,1045,1047,20,NCNTY20037N20037,"Crawford County, KS",Crawford County,39100,KS,0
2003999999,543,545,718,992,1158,20,NCNTY20039N20039,"Decatur County, KS",Decatur County,2890,KS,0
2004199999,541,545,718,970,974,20,NCNTY20041N20041,"Dickinson County, KS",Dickinson County,19160,KS,0
2004399999,539,620,817,1096,1169,20,METRO41140M41140,"St. Joseph, MO-KS MSA",Doniphan County,7790,KS,1
2004599999,712,756,950,1360,1645,20,METRO29940M29940,"Lawrence, KS MSA",Douglas County,117805,KS,1
2004799999,543,545,718,893,1042,20,NCNTY20047N20047,"Edwards County, KS",Edwards County,2945,KS,0
2004999999,543,598,718,893,1243,20,NCNTY20049N20049,"Elk County, KS",Elk County,2580,KS,0
2005199999,559,562,740,925,1253,20,NCNTY20051N20051,"Ellis County, KS",Ellis County,28875,KS,0
2005399999,543,571,718,970,974,20,NCNTY20053N20053,"Ellsworth County, KS",Ellsworth County,6330,KS,0
2005599999,606,611,802,1033,1151,20,NCNTY20055N20055,"Finney County, KS",Finney County,37095,KS,0
2005799999,594,596,786,1040,1125,20,NCNTY20057N20057,"Ford County, KS",Ford County,34660,KS,0
2005999999,555,613,808,1005,1142,20,NCNTY20059N20059,"Franklin County, KS",Franklin County,25600,KS,0
2006199999,683,687,906,1297,1569,20,NCNTY20061N20061,"Geary County, KS",Geary County,35795,KS,0
2006399999,543,590,718,893,997,20,NCNTY20063N20063,"Gove County, KS",Gove County,2630,KS,0
2006599999,543,629,718,987,1042,20,NCNTY20065N20065,"Graham County, KS",Graham County,2560,KS,0
2006799999,543,545,718,933,1042,20,NCNTY20067N20067,"Grant County, KS",Grant County,7715,KS,0
2006999999,543,549,718,893,1007,20,NCNTY20069N20069,"Gray County, KS",Gray County,6005,KS,0
2007199999,543,545,718,933,1042,20,NCNTY20071N20071,"Greeley County, KS",Greeley County,1210,KS,0
2007399999,543,590,718,971,1042,20,NCNTY20073N20073,"Greenwood County, KS",Greenwood County,6225,KS,0
2007599999,543,545,718,893,974,20,NCNTY20075N20075,"Hamilton County, KS",Hamilton County,2620,KS,0
2007799999,543,545,718,893,1152,20,NCNTY20077N20077,"Harper County, KS",Harper County,5745,KS,0
2007999999,563,658,854,1153,1412,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",Harvey County,34685,KS,1
2008199999,543,545,718,893,1042,20,NCNTY20081N20081,"Haskell County, KS",Haskell County,4080,KS,0
2008399999,543,545,718,970,974,20,NCNTY20083N20083,"Hodgeman County, KS",Hodgeman County,1875,KS,0
2008599999,604,608,801,1027,1219,20,METRO45820M45820,"Topeka, KS MSA",Jackson County,13320,KS,1
2008799999,604,608,801,1027,1219,20,METRO45820M45820,"Topeka, KS MSA",Jefferson County,18855,KS,1
2008999999,543,616,718,945,974,20,NCNTY20089N20089,"Jewell County, KS",Jewell County,2965,KS,0
2009199999,731,857,1021,1364,1552,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Johnson County,578795,KS,1
2009399999,543,545,718,893,1042,20,NCNTY20093N20093,"Kearny County, KS",Kearny County,3930,KS,0
2009599999,474,599,718,1028,1104,20,METRO48620N20095,"Kingman County, KS HUD Metro FMR Area",Kingman County,7575,KS,1
2009799999,543,630,718,941,1243,20,NCNTY20097N20097,"Kiowa County, KS",Kiowa County,2525,KS,0
2009999999,474,545,718,966,999,20,NCNTY20099N20099,"Labette County, KS",Labette County,20555,KS,0
2010199999,543,545,718,893,1042,20,NCNTY20101N20101,"Lane County, KS",Lane County,1700,KS,0
2010399999,731,857,1021,1364,1552,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Leavenworth County,79360,KS,1
2010599999,543,570,718,893,1042,20,NCNTY20105N20105,"Lincoln County, KS",Lincoln County,3120,KS,0
2010799999,731,857,1021,1364,1552,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Linn County,9600,KS,1
2010999999,543,545,718,1019,1058,20,NCNTY20109N20109,"Logan County, KS",Logan County,2790,KS,0
2011199999,474,545,718,988,1161,20,NCNTY20111N20111,"Lyon County, KS",Lyon County,33300,KS,0
2011399999,563,565,745,957,1010,20,NCNTY20113N20113,"McPherson County, KS",McPherson County,28790,KS,0
2011599999,543,545,718,893,974,20,NCNTY20115N20115,"Marion County, KS",Marion County,12085,KS,0
2011799999,543,545,718,962,1243,20,NCNTY20117N20117,"Marshall County, KS",Marshall County,9860,KS,0
2011999999,543,555,718,970,974,20,NCNTY20119N20119,"Meade County, KS",Meade County,4295,KS,0
2012199999,731,857,1021,1364,1552,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Miami County,32975,KS,1
2012399999,543,545,718,893,1042,20,NCNTY20123N20123,"Mitchell County, KS",Mitchell County,6230,KS,0
2012599999,541,545,718,958,1114,20,NCNTY20125N20125,"Montgomery County, KS",Montgomery County,33465,KS,0
2012799999,543,545,718,893,1042,20,NCNTY20127N20127,"Morris County, KS",Morris County,5605,KS,0
2012999999,543,545,718,975,979,20,NCNTY20129N20129,"Morton County, KS",Morton County,2930,KS,0
2013199999,474,553,718,983,1041,20,NCNTY20131N20131,"Nemaha County, KS",Nemaha County,10095,KS,0
2013399999,551,556,718,978,1000,20,NCNTY20133N20133,"Neosho County, KS",Neosho County,16210,KS,0
2013599999,543,630,718,985,989,20,NCNTY20135N20135,"Ness County, KS",Ness County,3000,KS,0
2013799999,543,630,718,911,1042,20,NCNTY20137N20137,"Norton County, KS",Norton County,5525,KS,0
2013999999,604,608,801,1027,1219,20,METRO45820M45820,"Topeka, KS MSA",Osage County,15895,KS,1
2014199999,543,594,718,1028,1042,20,NCNTY20141N20141,"Osborne County, KS",Osborne County,3685,KS,0
2014399999,561,563,742,923,1006,20,NCNTY20143N20143,"Ottawa County, KS",Ottawa County,5955,KS,0
2014599999,543,630,718,1012,1042,20,NCNTY20145N20145,"Pawnee County, KS",Pawnee County,6775,KS,0
2014799999,615,630,718,893,974,20,NCNTY20147N20147,"Phillips County, KS",Phillips County,5445,KS,0
2014999999,715,720,907,1203,1570,20,METRO31740M31740,"Manhattan, KS MSA",Pottawatomie County,23190,KS,1
2015199999,553,579,732,1000,1267,20,NCNTY20151N20151,"Pratt County, KS",Pratt County,9670,KS,0
2015399999,543,545,718,893,974,20,NCNTY20153N20153,"Rawlins County, KS",Rawlins County,2520,KS,0
2015599999,517,595,784,975,1110,20,NCNTY20155N20155,"Reno County, KS",Reno County,63360,KS,0
2015799999,543,625,718,1005,1043,20,NCNTY20157N20157,"Republic County, KS",Republic County,4705,KS,0
2015999999,543,602,718,1028,1198,20,NCNTY20159N20159,"Rice County, KS",Rice County,9870,KS,0
2016199999,715,720,907,1203,1570,20,METRO31740M31740,"Manhattan, KS MSA",Riley County,75695,KS,1
2016399999,543,545,718,893,974,20,NCNTY20163N20163,"Rooks County, KS",Rooks County,5150,KS,0
2016599999,543,589,718,1028,1243,20,NCNTY20165N20165,"Rush County, KS",Rush County,3120,KS,0
2016799999,543,545,718,963,1042,20,NCNTY20167N20167,"Russell County, KS",Russell County,6985,KS,0
2016999999,546,610,804,1022,1285,20,NCNTY20169N20169,"Saline County, KS",Saline County,55335,KS,0
2017199999,543,545,718,915,1198,20,NCNTY20171N20171,"Scott County, KS",Scott County,4980,KS,0
2017399999,563,658,854,1153,1412,20,METRO48620M48620,"Wichita, KS HUD Metro FMR Area",Sedgwick County,510485,KS,1
2017599999,593,595,784,975,1099,20,NCNTY20175N20175,"Seward County, KS",Seward County,22950,KS,0
2017799999,604,608,801,1027,1219,20,METRO45820M45820,"Topeka, KS MSA",Shawnee County,178390,KS,1
2017999999,543,579,718,1028,1042,20,NCNTY20179N20179,"Sheridan County, KS",Sheridan County,2495,KS,0
2018199999,593,595,784,975,1138,20,NCNTY20181N20181,"Sherman County, KS",Sherman County,6000,KS,0
2018399999,543,630,718,1023,1042,20,NCNTY20183N20183,"Smith County, KS",Smith County,3695,KS,0
2018599999,543,545,718,893,974,20,NCNTY20185N20185,"Stafford County, KS",Stafford County,4250,KS,0
2018799999,547,549,724,940,1051,20,NCNTY20187N20187,"Stanton County, KS",Stanton County,2105,KS,0
2018999999,550,552,728,905,1126,20,NCNTY20189N20189,"Stevens County, KS",Stevens County,5740,KS,0
2019199999,501,576,759,1002,1224,20,METRO48620N20191,"Sumner County, KS HUD Metro FMR Area",Sumner County,23335,KS,1
2019399999,543,545,718,987,1042,20,NCNTY20193N20193,"Thomas County, KS",Thomas County,7845,KS,0
2019599999,543,545,718,893,1042,20,NCNTY20195N20195,"Trego County, KS",Trego County,2900,KS,0
2019799999,604,608,801,1027,1219,20,METRO45820M45820,"Topeka, KS MSA",Wabaunsee County,6920,KS,1
2019999999,543,545,718,903,1042,20,NCNTY20199N20199,"Wallace County, KS",Wallace County,1590,KS,0
2020199999,543,592,718,893,1076,20,NCNTY20201N20201,"Washington County, KS",Washington County,5570,KS,0
2020399999,543,545,718,1028,1042,20,NCNTY20203N20203,"Wichita County, KS",Wichita County,2155,KS,0
2020599999,543,545,718,1028,1243,20,NCNTY20205N20205,"Wilson County, KS",Wilson County,8860,KS,0
2020799999,543,545,718,893,1042,20,NCNTY20207N20207,"Woodson County, KS",Woodson County,3180,KS,0
2020999999,731,857,1021,1364,1552,20,METRO28140M28140,"Kansas City, MO-KS HUD Metro FMR Area",Wyandotte County,163225,KS,1
2100199999,500,503,663,925,1142,21,NCNTY21001N21001,"Adair County, KY",Adair County,19305,KY,0
2100399999,520,524,690,910,1147,21,METRO14540N21003,"Allen County, KY HUD Metro FMR Area",Allen County,20630,KY,1
2100599999,536,635,748,1018,1022,21,NCNTY21005N21005,"Anderson County, KY",Anderson County,22015,KY,0
2100799999,498,527,695,864,999,21,NCNTY21007N21007,"Ballard County, KY",Ballard County,8150,KY,0
2100999999,494,551,689,925,934,21,NCNTY21009N21009,"Barren County, KY",Barren County,43420,KY,0
2101199999,485,530,677,842,963,21,NCNTY21011N21011,"Bath County, KY",Bath County,12190,KY,0
2101399999,475,575,663,896,899,21,NCNTY21013N21013,"Bell County, KY",Bell County,27470,KY,0
2101599999,604,698,916,1244,1425,21,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Boone County,127680,KY,1
2101799999,630,728,910,1256,1531,21,METRO30460M30460,"Lexington-Fayette, KY MSA",Bourbon County,20015,KY,1
2101999999,553,652,791,1063,1213,21,METRO26580M26580,"Huntington-Ashland, WV-KY-OH HUD Metro FMR Area",Boyd County,48485,KY,1
2102199999,531,562,740,1015,1281,21,NCNTY21021N21021,"Boyle County, KY",Boyle County,29775,KY,0
2102399999,604,698,916,1244,1425,21,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Bracken County,8330,KY,1
2102599999,475,503,663,844,901,21,NCNTY21025N21025,"Breathitt County, KY",Breathitt County,13275,KY,0
2102799999,554,557,663,825,899,21,NCNTY21027N21027,"Breckinridge County, KY",Breckinridge County,19990,KY,0
2102999999,649,760,918,1229,1408,21,METRO31140M31140,"Louisville, KY-IN HUD Metro FMR Area",Bullitt County,78620,KY,1
2103199999,500,503,663,940,1083,21,METRO14540N21031,"Butler County, KY HUD Metro FMR Area",Butler County,12735,KY,1
2103399999,475,582,663,825,899,21,NCNTY21033N21033,"Caldwell County, KY",Caldwell County,12745,KY,0
2103599999,538,619,816,1042,1107,21,NCNTY21035N21035,"Calloway County, KY",Calloway County,38615,KY,0
2103799999,604,698,916,1244,1425,21,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Campbell County,91805,KY,1
2103999999,475,556,663,833,901,21,NCNTY21039N21039,"Carlisle County, KY",Carlisle County,4890,KY,0
2104199999,475,582,663,898,901,21,NCNTY21041N21041,"Carroll County, KY",Carroll County,10695,KY,0
2104399999,475,503,663,825,939,21,NCNTY21043N21043,"Carter County, KY",Carter County,27385,KY,0
2104599999,475,578,663,855,948,21,NCNTY21045N21045,"Casey County, KY",Casey County,15805,KY,0
2104799999,576,689,872,1248,1510,21,METRO17300M17300,"Clarksville, TN-KY MSA",Christian County,72440,KY,1
2104999999,630,728,910,1256,1531,21,METRO30460M30460,"Lexington-Fayette, KY MSA",Clark County,35755,KY,1
2105199999,568,574,663,949,1148,21,NCNTY21051N21051,"Clay County, KY",Clay County,20865,KY,0
2105399999,475,542,663,878,899,21,NCNTY21053N21053,"Clinton County, KY",Clinton County,10210,KY,0
2105599999,475,503,663,898,901,21,NCNTY21055N21055,"Crittenden County, KY",Crittenden County,9155,KY,0
2105799999,437,515,663,825,901,21,NCNTY21057N21057,"Cumberland County, KY",Cumberland County,6745,KY,0
2105999999,598,623,821,1075,1113,21,METRO36980M36980,"Owensboro, KY MSA",Daviess County,99260,KY,1
2106199999,656,660,841,1065,1418,21,METRO14540M14540,"Bowling Green, KY HUD Metro FMR Area",Edmonson County,12065,KY,1
2106399999,475,503,663,841,901,21,NCNTY21063N21063,"Elliott County, KY",Elliott County,7535,KY,0
2106599999,475,503,663,825,955,21,NCNTY21065N21065,"Estill County, KY",Estill County,14380,KY,0
2106799999,630,728,910,1256,1531,21,METRO30460M30460,"Lexington-Fayette, KY MSA",Fayette County,315110,KY,1
2106999999,475,503,663,825,1137,21,NCNTY21069N21069,"Fleming County, KY",Fleming County,14515,KY,0
2107199999,475,503,663,825,1046,21,NCNTY21071N21071,"Floyd County, KY",Floyd County,37445,KY,0
2107399999,530,654,783,1047,1300,21,NCNTY21073N21073,"Franklin County, KY",Franklin County,49970,KY,0
2107599999,475,520,663,851,901,21,NCNTY21075N21075,"Fulton County, KY",Fulton County,6260,KY,0
2107799999,604,698,916,1244,1425,21,METRO17140M17140,"Cincinnati, OH-KY-IN  HUD Metro FMR Area",Gallatin County,8650,KY,1
2107999999,511,556,712,886,1054,21,NCNTY21079N21079,"Garrard County, KY",Garrard County,17225,KY,0
2108199999,639,690,786,1125,1361,21,METRO17140MM3020,"Grant County, KY HUD Metro FMR Area",Grant County,24800,KY,1
2108399999,475,503,663,896,899,21,NCNTY21083N21083,"Graves County, KY",Graves County,37260,KY,0
2108599999,544,551,663,913,1003,21,NCNTY21085N21085,"Grayson County, KY",Grayson County,26130,KY,0
2108799999,475,503,663,825,899,21,NCNTY21087N21087,"Green County, KY",Green County,11045,KY,0
